candidate,value,elected,party,party_id,district_id,Unnamed: 3,N,Q,vQ/N
PIAZZONI MARCO MARIA,187,,DEM.PROL,2,7,,1439,8,1.0396108408617095
MANERA FRANCESCA,164,,DEM.PROL,2,7,,1439,8,0.9117442668519805
LEANI GIANPAOLO,120,,DEM.PROL,2,7,,1439,8,0.6671299513551077
FERRARI GIORGIO,56,,DEM.PROL,2,7,,1439,8,0.3113273106323836
MARANI ROBERTO,54,,DEM.PROL,2,7,,1439,8,0.30020847810979845
FATTI FRANCESCO,2765,,MSI-DN,3,7,,9786,8,2.260371959942775
VASSALLE ROBERTO,2287,,MSI-DN,3,7,,9786,8,1.8696096464336807
RATTI DIEGO,1717,,MSI-DN,3,7,,9786,8,1.4036378499897812
FEDELI CLAUDIO,882,,MSI-DN,3,7,,9786,8,0.721030042918455
GRILLOTTI LAMBERTO,789,,MSI-DN,3,7,,9786,8,0.645003065603924
PROFUGHI ENRICO,637,,MSI-DN,3,7,,9786,8,0.5207439198855508
FOZZATO ENZO,433,,MSI-DN,3,7,,9786,8,0.35397506642141835
FERRARI PIERFRANCO,276,,MSI-DN,3,7,,9786,8,0.22562844880441446
LONGFILS GIULIANO,487,,PLI,4,7,,2197,8,1.7733272644515248
FACCHETTI GIUSEPPE,456,,PLI,4,7,,2197,8,1.6604460628129267
SERENI CARLA,379,,PLI,4,7,,2197,8,1.3800637232589896
ALBERGONI ANDREANA,297,,PLI,4,7,,2197,8,1.081474738279472
VALCARENGHI FRANCESCO,192,,PLI,4,7,,2197,8,0.6991351843422849
CAMPANA MARIO,150,,PLI,4,7,,2197,8,0.5461993627674101
STASSANO MARIO,132,,PLI,4,7,,2197,8,0.4806554392353209
DOBELLI GRAZIANO,104,,PLI,4,7,,2197,8,0.378698224852071
BERGAMASCHI PAOLO,1193,,LISTA VERDE,5,7,,3327,8,2.8686504358280733
BENAZZI MARZIA,577,,LISTA VERDE,5,7,,3327,8,1.3874361286444243
ANTONINI ERNESTO,430,,LISTA VERDE,5,7,,3327,8,1.0339645326119626
FIOZZI ANDREA,330,,LISTA VERDE,5,7,,3327,8,0.7935076645626691
BREVIGLIERI CARLO,260,,LISTA VERDE,5,7,,3327,8,0.6251878569281635
QUADRI LUIGI,208,,LISTA VERDE,5,7,,3327,8,0.5001502855425308
BERNARDI AURO,197,,LISTA VERDE,5,7,,3327,8,0.4737000300571085
TAFFA GIAN PAOLO,132,,LISTA VERDE,5,7,,3327,8,0.3174030658250676
SIRACUSA FRANCESCO,12,,ALL.POP.,6,7,,28,8,3.4285714285714284
FABBRI ROMANO,5,,ALL.POP.,6,7,,28,8,1.4285714285714286
COZZUPOLI CONSOLATO,4,,ALL.POP.,6,7,,28,8,1.1428571428571428
PITTIGLIO CONCETTA,3,,ALL.POP.,6,7,,28,8,0.8571428571428571
FACCHINI SANTORO ANITA,1,,ALL.POP.,6,7,,28,8,0.2857142857142857
FARINA IULA MARIA,1,,ALL.POP.,6,7,,28,8,0.2857142857142857
STORNO ALBERTO,1,,ALL.POP.,6,7,,28,8,0.2857142857142857
TANZIANI LUIGIA,1,,ALL.POP.,6,7,,28,8,0.2857142857142857
MOR LINO MARIATERESA,743,,PSDI,7,7,,1971,8,3.015728056823947
FERRI EZIO,218,,PSDI,7,7,,1971,8,0.884830035514967
CORDIFAVA VITTORIO,212,,PSDI,7,7,,1971,8,0.8604769152714358
ZANOTTI VITTORIO,199,,PSDI,7,7,,1971,8,0.8077118214104515
SELMINI FERRUCCIO,187,,PSDI,7,7,,1971,8,0.7590055809233891
GRAZIOLI ENRICO,186,,PSDI,7,7,,1971,8,0.7549467275494672
VINCENZI ARNALDO,186,,PSDI,7,7,,1971,8,0.7549467275494672
PICCINALI OVIDIO,40,,PSDI,7,7,,1971,8,0.16235413495687467
MOTI UMBERTO,92,,PS D'AZ.,8,7,,180,8,4.088888888888889
ABBA PIETRO,21,,PS D'AZ.,8,7,,180,8,0.9333333333333333
BERTELLI GIORGIO,21,,PS D'AZ.,8,7,,180,8,0.9333333333333333
SANNA BASTIANINO,16,,PS D'AZ.,8,7,,180,8,0.7111111111111111
AVIGNI MAURIZIO,13,,PS D'AZ.,8,7,,180,8,0.5777777777777777
PELLEGRINI STEFANO,8,,PS D'AZ.,8,7,,180,8,0.35555555555555557
LA SPADA SALVATORE,6,,PS D'AZ.,8,7,,180,8,0.26666666666666666
BINACCHI MARIO,3,,PS D'AZ.,8,7,,180,8,0.13333333333333333
FATUZZO CARLO,334,,LIGA VENETA-PU,9,7,,640,8,4.175
BERNARDELLI ROBERTO,100,,LIGA VENETA-PU,9,7,,640,8,1.25
ITALIA GIUSEPPE,78,,LIGA VENETA-PU,9,7,,640,8,0.975
MOSCONI AMILCARE,77,,LIGA VENETA-PU,9,7,,640,8,0.9625
BORONI LUCIA,24,,LIGA VENETA-PU,9,7,,640,8,0.3
FRANGUELLI GIACOMO,13,,LIGA VENETA-PU,9,7,,640,8,0.1625
SPALLINA FRANCESCO,7,,LIGA VENETA-PU,9,7,,640,8,0.0875
ARZUFFI LUIGIA,7,,LIGA VENETA-PU,9,7,,640,8,0.0875
MARELLI CLAUDIO,21493,Eletto,PSI,10,7,,37271,8,4.613345496498618
NOCI MAURIZIO,4832,,PSI,10,7,,37271,8,1.0371602586461324
CAVICCHIOLI GILBERTO,3876,,PSI,10,7,,37271,8,0.8319605054868396
BIACCA LIBERO,2142,,PSI,10,7,,37271,8,0.45976764776904294
CHIAVENTI MAZZA CARLA,1970,,PSI,10,7,,37271,8,0.4228488637278313
RUGGERI CATERINA,1330,,PSI,10,7,,37271,8,0.2854766440396018
GENTILINI GIOVANNI,847,,PSI,10,7,,37271,8,0.18180354699364118
GOLA NEGRI MAURA,781,,PSI,10,7,,37271,8,0.1676370368382925
COVI GIORGIO TULLO,753,,PRI,11,7,,2792,8,2.157593123209169
RIGHETTI ALESSANDRO,536,,PRI,11,7,,2792,8,1.5358166189111748
GHIZZONI GIUSEPPE,442,,PRI,11,7,,2792,8,1.2664756446991403
GALLETTI MASSIMO,262,,PRI,11,7,,2792,8,0.7507163323782235
QUILLERI ELENA,233,,PRI,11,7,,2792,8,0.667621776504298
CAMURRI ALESSANDRO,229,,PRI,11,7,,2792,8,0.6561604584527221
LUI LUIGI,189,,PRI,11,7,,2792,8,0.5415472779369628
SALVADORI GIUSEPPE,148,,PRI,11,7,,2792,8,0.42406876790830944
CORLEONE DETTO FRANCO FRANCESCO,556,,P.RAD,12,7,,1818,8,2.446644664466447
BONDIOLI BETTINELLI CLAUDIO,370,,P.RAD,12,7,,1818,8,1.6281628162816282
GINESTRI ELENA,351,,P.RAD,12,7,,1818,8,1.5445544554455446
ANTONIOLI SILVIA,193,,P.RAD,12,7,,1818,8,0.8492849284928493
GEREVINI ROBERTA,149,,P.RAD,12,7,,1818,8,0.6556655665566556
RAVELLI SERGIO,84,,P.RAD,12,7,,1818,8,0.3696369636963696
MARCATELLI CRISTIANO,65,,P.RAD,12,7,,1818,8,0.28602860286028603
STRATICO' ETTORE,50,,P.RAD,12,7,,1818,8,0.22002200220022003
ZANIBONI ANTONINO,23117,Eletto,DC,13,7,,109864,8,1.6833175562513654
TORCHIO GIUSEPPE,18329,Eletto,DC,13,7,,109864,8,1.334668317192165
PERANI MARIO,17816,Eletto,DC,13,7,,109864,8,1.297313041578679
PEDRONI ETTORE,17092,,DC,13,7,,109864,8,1.2445933153717323
ROSSONI GIOVANNI,12999,,DC,13,7,,109864,8,0.9465521007791451
AIROLI ROMANO,12514,,DC,13,7,,109864,8,0.9112357096046021
RIZZO ANTONINO,6446,,DC,13,7,,109864,8,0.4693803247651642
MANTOVANI LAURA,1551,,DC,13,7,,109864,8,0.11293963445714701
FERRANDI ALBERTO,7611,Eletto,PCI,1,8,,22850,10,3.3308533916849017
STAFFLER GUNTER,2856,,PCI,1,8,,22850,10,1.249890590809628
BRUNO CARMELO,2602,,PCI,1,8,,22850,10,1.138730853391685
PREZZI CARMELA,2527,,PCI,1,8,,22850,10,1.1059080962800876
DERETTA ANDREINA,1753,,PCI,1,8,,22850,10,0.7671772428884026
CARPI VEA,1714,,PCI,1,8,,22850,10,0.750109409190372
GIORDANI GIORGIO,1192,,PCI,1,8,,22850,10,0.5216630196936543
JORG JOSEF,1108,,PCI,1,8,,22850,10,0.4849015317286652
DATTOLI ANTONIO,942,,PCI,1,8,,22850,10,0.41225382932166305
FOLDI ALDO,545,,PCI,1,8,,22850,10,0.23851203501094093
NARDELLI MICHELE,1646,,DEM.PROL,2,8,,5858,10,2.8098327074086717
MAINA ANGIOLETTA,818,,DEM.PROL,2,8,,5858,10,1.396381017412086
BONFANTI ELIO,591,,DEM.PROL,2,8,,5858,10,1.00887674974394
PINTER ROBERTO,549,,DEM.PROL,2,8,,5858,10,0.9371799248890407
BERTOLDI PREZZI MICAELA,547,,DEM.PROL,2,8,,5858,10,0.9337657903721407
POMARI RENATO,501,,DEM.PROL,2,8,,5858,10,0.8552406964834415
OGGIANO GIUSEPPE,421,,DEM.PROL,2,8,,5858,10,0.7186753158074428
VOLTOLINI CLAUDIO,394,,DEM.PROL,2,8,,5858,10,0.6725844998292932
MARCOLLA WALTER,270,,DEM.PROL,2,8,,5858,10,0.4609081597814954
BARALDI ENRICO,121,,DEM.PROL,2,8,,5858,10,0.20655513827244792
EBNER MICHAEL MICHL,61751,Eletto,PPST,3,8,,270681,10,2.2813200778776492
WILLEIT FERDINAND,55259,Eletto,PPST,3,8,,270681,10,2.041480561989944
BENEDIKTER JOHANN HANS,47107,Eletto,PPST,3,8,,270681,10,1.7403142444427204
PIRHOFER NIKOLAS,26729,,PPST,3,8,,270681,10,0.9874723382875045
STOCKER MARTA,25216,,PPST,3,8,,270681,10,0.9315762835219317
PSAIER HEINRICH,19017,,PPST,3,8,,270681,10,0.7025613175656954
TROJER KATHI,11732,,PPST,3,8,,270681,10,0.43342532353582264
PRUNER ENRICO,9003,,PPST,3,8,,270681,10,0.33260553936183185
DELVAI CLAUDIO,7479,,PPST,3,8,,270681,10,0.2763031021756237
PRINOTH ALEXANDER,7388,,PPST,3,8,,270681,10,0.2729412112412766
BENAGLIO UMBERTO,458,,PLI,4,8,,1976,10,2.317813765182186
BOZZA ANTONIO,395,,PLI,4,8,,1976,10,1.9989878542510122
BONGIOVANNI RENATA,246,,PLI,4,8,,1976,10,1.2449392712550607
PASQUALI ALBERTO,230,,PLI,4,8,,1976,10,1.1639676113360324
SASSUDELLI ITALO,190,,PLI,4,8,,1976,10,0.9615384615384616
BRUCCOLERI MARIO,132,,PLI,4,8,,1976,10,0.6680161943319838
FOLLADOR FRANCESCO,111,,PLI,4,8,,1976,10,0.5617408906882592
GENOVESE FRANCESCO,84,,PLI,4,8,,1976,10,0.4251012145748988
EGITTO GIUSEPPE,84,,PLI,4,8,,1976,10,0.4251012145748988
MARCHIO' ANTONIO,46,,PLI,4,8,,1976,10,0.23279352226720648
RAFFAELLI MARIO,12087,Eletto,PSI,5,8,,28302,10,4.270722917108332
GUARINO FERNANDO,3632,,PSI,5,8,,28302,10,1.2833015334605329
GALLER RUGGERO,2740,,PSI,5,8,,28302,10,0.9681294608154901
ZOLLER NICOLA,2415,,PSI,5,8,,28302,10,0.8532965868136527
ZANELLA ALDO,1717,,PSI,5,8,,28302,10,0.6066709066497067
MORELLI GIUSEPPE,1540,,PSI,5,8,,28302,10,0.544131156808706
PAPA ANTONINO,1419,,PSI,5,8,,28302,10,0.501377994488022
LATTISI ENNIO,1153,,PSI,5,8,,28302,10,0.4073917037665183
MINZONI BULIAN ANNA MARIA,841,,PSI,5,8,,28302,10,0.29715214472475443
MINACH FERRUCCIO,758,,PSI,5,8,,28302,10,0.2678255953642852
REITERER ALOIS,3898,,PART.SUD.TIROL,6,8,,11191,4,1.3932624430345815
KLOTZ WOLFRAM,2653,,PART.SUD.TIROL,6,8,,11191,4,0.9482619962469842
TSCHORNER HARALD,2443,,PART.SUD.TIROL,6,8,,11191,4,0.8732016799213654
CAMPIDELL HERBERT,2197,,PART.SUD.TIROL,6,8,,11191,4,0.7852738807970691
MITOLO ANDREA,16012,Eletto,MSI-DN,7,8,,25617,9,5.625483077643752
TAVERNA CLAUDIO,2936,,MSI-DN,7,8,,25617,9,1.031502517859234
SENTER DIEGO,2008,,MSI-DN,7,8,,25617,9,0.705469024475934
HOLZMANN GIORGIO,1379,,MSI-DN,7,8,,25617,9,0.4844829605340204
LESANDRINI MINNITI GABRIELLA,1338,,MSI-DN,7,8,,25617,9,0.4700784635203185
MEANDRI PAOLO,650,,MSI-DN,7,8,,25617,9,0.22836397704649256
BERTAMINI GOFFREDO,537,,MSI-DN,7,8,,25617,9,0.18866377795994846
BULZACCHELLI WALTER,421,,MSI-DN,7,8,,25617,9,0.14790959128703596
CRISTIANI GUSTAVO,336,,MSI-DN,7,8,,25617,9,0.11804660967326384
ONNIS PIERO,47,,PS D'AZ.,8,8,,235,10,2.0
PORCU GIOVANNI,34,,PS D'AZ.,8,8,,235,10,1.446808510638298
ARMANU GIOVANNI,32,,PS D'AZ.,8,8,,235,10,1.3617021276595744
BANDINU ANTONIO,32,,PS D'AZ.,8,8,,235,10,1.3617021276595744
FENU PIETRO PAOLO,25,,PS D'AZ.,8,8,,235,10,1.0638297872340425
BASSU TONINO,18,,PS D'AZ.,8,8,,235,10,0.7659574468085106
DESSI' VINCENZO,14,,PS D'AZ.,8,8,,235,10,0.5957446808510638
TRUDU MARIANO,12,,PS D'AZ.,8,8,,235,10,0.5106382978723404
SASSU NINO,11,,PS D'AZ.,8,8,,235,10,0.46808510638297873
CADONI ALDO,10,,PS D'AZ.,8,8,,235,10,0.425531914893617
LANZINGER GIANNI,4480,Eletto,LISTA VERDE,9,8,,13984,10,3.203661327231121
CEOLA DETTO VANNI GIOVANNI,2280,,LISTA VERDE,9,8,,13984,10,1.6304347826086956
SALTUARI DONDIO ANTONIA DETTA NIETTA,1433,,LISTA VERDE,9,8,,13984,10,1.0247425629290619
PORNBACHER DETTO NAZ IGNAZ,1202,,LISTA VERDE,9,8,,13984,10,0.8595537757437071
FEDRIGOTTI NIVES,1057,,LISTA VERDE,9,8,,13984,10,0.7558638443935927
MUSSNER MARINI DETTA THUSSY THUSNELDA,1045,,LISTA VERDE,9,8,,13984,10,0.7472826086956522
VAN LOOK PRINOTH PETRA,700,,LISTA VERDE,9,8,,13984,10,0.5005720823798627
COPPOLA VALZOLGHER LUCIA,672,,LISTA VERDE,9,8,,13984,10,0.4805491990846682
PINELLI CARLO ALBERTO,647,,LISTA VERDE,9,8,,13984,10,0.4626716247139588
PRUGGER DETTO GILO VIRGILIO ULRICO,468,,LISTA VERDE,9,8,,13984,10,0.33466819221967964
PIETRACCI ALESSANDRO,845,,PSDI,10,8,,1908,10,4.428721174004193
AZZOLINI SERGIO,274,,PSDI,10,8,,1908,10,1.4360587002096437
MORANDI ALDO,213,,PSDI,10,8,,1908,10,1.1163522012578617
ANNOVI LUCIANO,135,,PSDI,10,8,,1908,10,0.7075471698113207
ROBOL LUIGI,125,,PSDI,10,8,,1908,10,0.6551362683438156
VELLATI EMILIO,90,,PSDI,10,8,,1908,10,0.4716981132075472
CINQUEMANI GIUSEPPE,84,,PSDI,10,8,,1908,10,0.44025157232704404
TURELLA LUCIANO,65,,PSDI,10,8,,1908,10,0.34067085953878407
CACCAMO CARMELO,44,,PSDI,10,8,,1908,10,0.23060796645702306
POCCIANTI PIETRO,33,,PSDI,10,8,,1908,10,0.17295597484276728
MURITI GRACCO,17,,ALL.POP.,11,8,,56,10,3.0357142857142856
ABBA' CONTENTO GIULIANA,8,,ALL.POP.,11,8,,56,10,1.4285714285714286
STIGLIANI ANTONIO,7,,ALL.POP.,11,8,,56,10,1.25
GRIDELLI EDOARDO,6,,ALL.POP.,11,8,,56,10,1.0714285714285714
HRVATIN NADIA,5,,ALL.POP.,11,8,,56,10,0.8928571428571429
CONTENTO LUCIO,4,,ALL.POP.,11,8,,56,10,0.7142857142857143
ZANUTTI GIANFRANCO,4,,ALL.POP.,11,8,,56,10,0.7142857142857143
GRIDELLI FAUSTA,3,,ALL.POP.,11,8,,56,10,0.5357142857142857
